,book_table,can_order_via_zomato,cost_for_two,delivery_reviews,dining_reviews,discount,has_menu_available,rest_type,review_rating,dining_rating,delivery_rating
4388,0,1,300.0,35.0,147.0128911057848,0.0,1,Bengali,3.528452743408694,2.9,1.365971367493684
4389,0,0,700.0,537.0,47.0,0.0,1,Casual Dining,4.6,2.8,3.8
4390,0,1,300.0,1009.0,87.0,0.0,1,Casual Dining,3.2,3.0,3.2
4391,0,0,700.0,622.0818811945326,189.0,0.0,1,Quick Bites,2.6,3.7,1.365971367493684
4392,0,0,700.0,42.0,121.0,0.0,1,Casual Dining,4.6,3.8,3.9
4393,0,0,300.0,622.0818811945326,11.0,0.0,1,Sweet Shop,4.0,3.6,1.365971367493684
4394,0,0,250.0,2276.0,149.0,0.0,1,Quick Bites,2.8,3.6,3.5
4395,0,1,500.0,622.0818811945326,22.0,15.0,1,Quick Bites,5.0,3.6,1.365971367493684
4396,0,1,1200.0,2287.0,445.0,0.0,1,Casual Dining,4.4,3.1,3.4
4397,0,0,500.0,37.0,4.0,10.0,1,Quick Bites,4.0,2.4,3.0
4398,0,0,1000.0,348.0,324.0,0.0,1,Casual Dining,4.4,4.1,3.5
4399,0,0,450.0,163.0,26.0,0.0,1,Quick Bites,4.8,3.5,4.1
4400,0,0,300.0,84.0,147.0128911057848,0.0,1,North Indian,5.0,3.2,1.365971367493684
4401,0,1,1400.0,446.0,496.0,75.0,1,Lounge,4.0,3.9,3.4
4402,0,1,400.0,41.0,17.0,0.0,1,Bakery,5.0,3.5,3.7
4403,0,1,250.0,622.0818811945326,147.0128911057848,0.0,1,Bakery,3.528452743408694,2.8154434151713414,1.365971367493684
4404,0,0,600.0,625.0,124.0,0.0,1,Casual Dining,4.0,3.0,3.4
4405,0,0,600.0,529.0,60.0,0.0,1,Quick Bites,3.2,3.6,3.4
4406,0,0,450.0,1188.0,69.0,0.0,1,Quick Bites,1.8,3.5,3.4
4407,0,0,200.0,789.0,43.0,0.0,1,Quick Bites,3.0,3.6,3.8
4408,0,0,400.0,622.0818811945326,13.0,0.0,1,Quick Bites,3.4,3.1,1.365971367493684
4409,0,0,300.0,667.0,147.0128911057848,0.0,1,Dessert Parlor,3.4,3.5,1.365971367493684
4410,0,1,550.0,531.0,147.0128911057848,25.0,1,Healthy Food,3.0,3.6,1.365971367493684
4411,0,1,400.0,28.0,12.0,30.0,1,Quick Bites,5.0,3.6,3.2
4412,0,0,400.0,976.0,319.0,0.0,1,Quick Bites,4.2,4.0,3.4
4413,0,0,800.0,364.0,159.0,0.0,1,Bakery,3.6,4.0,4.3
4414,0,0,200.0,400.0,16.0,0.0,1,Quick Bites,3.6,2.5,4.6
4415,0,1,800.0,17.0,147.0128911057848,10.0,1,Dhaba,5.0,3.3,1.365971367493684
4416,0,0,3500.0,622.0818811945326,519.0,0.0,1,Bar,1.8,4.0,1.365971367493684
4417,0,0,300.0,38.0,24.0,0.0,1,Casual Dining,3.1,3.1,3.5
4418,0,1,300.0,246.0,60.0,10.0,1,Quick Bites,4.8,3.3,2.3
4419,0,1,800.0,209.0,199.0,0.0,1,Casual Dining,1.8,2.9,3.1
4420,0,0,300.0,49.0,147.0128911057848,0.0,1,North Indian,3.6666666666666665,3.9,1.365971367493684
4421,1,1,800.0,48.0,366.0,0.0,1,Casual Dining,4.8,3.8,3.9
4422,0,0,500.0,5497.0,515.0,0.0,1,Quick Bites,1.8,3.7,3.6
4423,0,0,600.0,341.0,66.0,0.0,1,Quick Bites,5.0,3.0,3.5
4424,0,1,300.0,76.0,33.0,0.0,1,Quick Bites,3.2,3.4,3.8
4425,0,1,300.0,34.0,147.0128911057848,0.0,1,Quick Bites,5.0,3.7,1.365971367493684
4426,0,1,250.0,836.0,45.0,0.0,1,Beverage Shop,4.6,2.9,3.7
4427,0,0,500.0,228.0,147.0128911057848,0.0,1,North Indian,5.0,3.3,1.365971367493684
4428,0,0,100.0,622.0818811945326,147.0128911057848,0.0,1,Maharashtrian,3.528452743408694,2.8154434151713414,1.365971367493684
4429,0,0,300.0,135.0,22.0,0.0,1,Quick Bites,3.2,3.3,4.0
4430,0,0,250.0,622.0818811945326,147.0128911057848,0.0,1,Quick Bites,4.0,2.8154434151713414,1.365971367493684
4431,0,0,250.0,30.0,147.0128911057848,0.0,1,Sweet Shop,1.0,2.9,1.365971367493684
4432,0,0,150.0,622.0818811945326,147.0128911057848,0.0,0,Quick Bites,5.0,2.8154434151713414,1.365971367493684
4433,0,0,200.0,20.0,147.0128911057848,0.0,1,Sweet Shop,3.3,3.4,1.365971367493684
4434,0,0,600.0,281.0,147.0128911057848,0.0,1,Sindhi,4.8,3.9,1.365971367493684
4435,0,0,700.0,6842.0,147.0128911057848,0.0,1,North Indian,2.2,3.9,1.365971367493684
4436,0,0,200.0,622.0818811945326,147.0128911057848,0.0,1,Fast Food,3.528452743408694,2.8154434151713414,1.365971367493684
4437,0,1,600.0,91.0,147.0128911057848,0.0,1,Chinese,4.2,4.1,1.365971367493684
4438,0,0,400.0,1232.0,147.0128911057848,0.0,1,Malwani,4.2,3.7,1.365971367493684
4439,0,0,500.0,29.0,147.0128911057848,0.0,1,Quick Bites,4.5,3.6,1.365971367493684
4440,0,0,200.0,817.0,147.0128911057848,0.0,1,Quick Bites,3.2,3.7,1.365971367493684
4441,0,0,300.0,183.0,147.0128911057848,25.0,1,Street Food,3.2,3.2,1.365971367493684
4442,0,0,200.0,251.0,116.0,0.0,1,Bakery,3.8,3.9,4.4
4443,0,1,300.0,18.0,147.0128911057848,50.0,1,Quick Bites,4.8,3.5,1.365971367493684
4444,0,0,400.0,36.0,147.0128911057848,0.0,1,Chinese,4.2,3.6,1.365971367493684
4445,0,0,250.0,78.0,147.0128911057848,0.0,1,North Indian,3.6666666666666665,4.0,1.365971367493684
4446,0,0,150.0,68.0,147.0128911057848,0.0,1,Bakery,3.0,3.0,1.365971367493684
4447,0,0,250.0,25.0,147.0128911057848,0.0,1,Quick Bites,3.528452743408694,3.1,1.365971367493684
4448,0,0,400.0,224.0,147.0128911057848,0.0,1,North Indian,4.8,3.7,1.365971367493684
4449,0,0,650.0,622.0818811945326,147.0128911057848,0.0,1,Biryani,4.5,2.8154434151713414,1.365971367493684
4450,0,0,300.0,132.0,147.0128911057848,0.0,1,Bakery,4.8,4.1,1.365971367493684
4451,0,1,500.0,62.0,147.0128911057848,0.0,1,Bakery,5.0,4.3,1.365971367493684
4452,0,0,1600.0,121.0,1078.0,0.0,1,Casual Dining,3.6,4.3,3.8
4453,0,0,200.0,558.0,147.0128911057848,0.0,1,South Indian,4.6,3.7,1.365971367493684
4454,0,0,400.0,369.0,147.0128911057848,0.0,1,Chinese,4.4,4.1,1.365971367493684
4455,0,1,800.0,622.0818811945326,147.0128911057848,15.0,1,Quick Bites,3.528452743408694,2.8154434151713414,1.365971367493684
4456,0,0,200.0,242.0,147.0128911057848,0.0,1,Sweet Shop,3.2,3.5,1.365971367493684
4457,0,0,200.0,566.0,147.0128911057848,0.0,1,Fast Food,3.4,3.6,1.365971367493684
4458,0,0,200.0,263.0,147.0128911057848,0.0,1,Dessert Parlor,4.0,3.5,1.365971367493684
4459,0,1,350.0,43.0,147.0128911057848,0.0,1,Rolls,5.0,3.9,1.365971367493684
4460,0,1,150.0,622.0818811945326,147.0128911057848,0.0,1,Fast Food,4.25,2.8154434151713414,1.365971367493684
4461,0,0,300.0,622.0818811945326,147.0128911057848,0.0,1,Quick Bites,3.6666666666666665,2.8154434151713414,1.365971367493684
4462,1,1,6500.0,622.0818811945326,622.0,0.0,1,Fine Dining,4.2,4.2,1.365971367493684
4463,0,0,300.0,40.0,147.0128911057848,0.0,1,Bakery,5.0,3.9,1.365971367493684
4464,0,0,650.0,1891.0,147.0128911057848,0.0,1,Quick Bites,3.4,3.8,1.365971367493684
4465,0,0,500.0,277.0,147.0128911057848,0.0,1,North Indian,5.0,2.8,1.365971367493684
4466,0,0,450.0,182.0,147.0128911057848,0.0,1,Bakery,4.0,3.9,1.365971367493684
4467,0,0,150.0,202.0,147.0128911057848,10.0,1,Lebanese,4.8,3.6,1.365971367493684
4468,0,0,600.0,410.0,147.0128911057848,10.0,1,Biryani,3.6,3.8,1.365971367493684
4469,0,0,300.0,622.0818811945326,147.0128911057848,0.0,1,Dessert Parlor,5.0,2.8154434151713414,1.365971367493684
4470,0,0,600.0,1316.0,147.0128911057848,0.0,1,Chinese,4.2,2.8,1.365971367493684
4471,0,0,600.0,622.0818811945326,147.0128911057848,0.0,1,Desserts,3.8,2.8154434151713414,1.365971367493684
4472,0,0,150.0,622.0818811945326,147.0128911057848,0.0,0,Quick Bites,3.528452743408694,2.8154434151713414,1.365971367493684
4473,0,1,250.0,162.0,147.0128911057848,0.0,1,Mughlai,4.6,3.2,1.365971367493684
4474,0,0,550.0,19.0,147.0128911057848,0.0,1,North Indian,4.6,3.9,1.365971367493684
4475,0,0,300.0,1039.0,147.0128911057848,15.0,1,Momos,3.8,3.9,1.365971367493684
4476,0,0,250.0,400.0,147.0128911057848,0.0,1,Food Truck,4.4,3.6,1.365971367493684
4477,0,0,300.0,121.0,147.0128911057848,0.0,1,South Indian,2.9,3.4,1.365971367493684
4478,0,0,300.0,45.0,147.0128911057848,0.0,1,North Indian,4.8,3.6,1.365971367493684
4479,0,0,400.0,71.0,147.0128911057848,0.0,1,North Indian,4.2,3.5,1.365971367493684
4480,0,0,300.0,38.0,147.0128911057848,0.0,1,Bakery,4.6,3.9,1.365971367493684
4481,0,0,200.0,91.0,147.0128911057848,10.0,1,Quick Bites,4.5,3.9,1.365971367493684
4482,0,0,350.0,24.0,147.0128911057848,0.0,1,North Indian,5.0,3.9,1.365971367493684
4483,0,0,250.0,622.0818811945326,44.0,0.0,1,Fast Food,3.8,3.7,1.365971367493684
4484,0,0,350.0,54.0,147.0128911057848,0.0,1,North Indian,4.0,2.7,1.365971367493684
4485,0,0,450.0,622.0818811945326,147.0128911057848,0.0,0,Healthy Food,3.528452743408694,2.8154434151713414,1.365971367493684
4486,0,1,250.0,622.0818811945326,147.0128911057848,15.0,1,South Indian,5.0,2.8154434151713414,1.365971367493684
4487,0,0,100.0,88.0,147.0128911057848,0.0,1,Quick Bites,4.75,3.8,1.365971367493684
4488,0,1,250.0,22.0,147.0128911057848,20.0,1,Fast Food,4.8,3.8,1.365971367493684
4489,0,1,200.0,622.0818811945326,8.0,0.0,1,Quick Bites,4.2,3.3,1.365971367493684
4490,0,0,100.0,622.0818811945326,113.0,0.0,1,Dessert Parlor,4.8,3.9,1.365971367493684
4491,0,0,400.0,108.0,489.0,0.0,1,Quick Bites,3.0,4.1,3.6
4492,0,0,400.0,133.0,93.0,0.0,1,Bakery,5.0,3.9,4.1
4493,0,0,450.0,65.0,7.0,0.0,1,Quick Bites,2.25,2.7,3.8
4494,0,1,350.0,622.0818811945326,147.0128911057848,0.0,1,Bakery,5.0,2.8154434151713414,1.365971367493684
4495,0,0,300.0,622.0818811945326,106.0,0.0,1,Casual Dining,4.8,3.9,1.365971367493684
4496,0,0,350.0,622.0818811945326,130.0,0.0,1,Dhaba,2.9,3.7,1.365971367493684
4497,0,0,850.0,848.0,253.0,0.0,1,Quick Bites,4.2,3.9,4.4
4498,0,1,150.0,106.0,147.0128911057848,0.0,1,South Indian,4.6,3.8,1.365971367493684
4499,0,0,1400.0,133.0,576.0,0.0,1,Casual Dining,4.4,3.9,4.1
4500,0,0,750.0,755.0,176.0,0.0,1,Casual Dining,4.2,3.6,3.6
4501,0,0,400.0,38.0,137.0,0.0,1,Quick Bites,4.6,3.8,3.7
4502,0,0,250.0,622.0818811945326,17.0,0.0,1,Quick Bites,5.0,3.4,1.365971367493684
4503,0,0,500.0,329.0,109.0,0.0,1,Dessert Parlor,4.8,3.9,4.3
4504,0,0,350.0,2713.0,136.0,0.0,1,Quick Bites,3.2,3.6,3.6
4505,0,0,450.0,487.0,178.0,0.0,1,Quick Bites,4.2,3.3,3.6
4506,1,1,500.0,104.0,73.0,0.0,1,Quick Bites,5.0,3.8,3.5
4507,0,0,500.0,1925.0,201.0,0.0,1,Quick Bites,4.2,3.3,3.3
4508,0,0,200.0,32.0,6.0,0.0,1,Quick Bites,4.666666666666667,3.5,3.1
4509,1,1,1300.0,622.0818811945326,298.0,0.0,1,Casual Dining,3.2,4.0,1.365971367493684
4510,0,1,200.0,67.0,147.0128911057848,0.0,1,Maharashtrian,3.4,3.3,1.365971367493684
4511,0,0,900.0,39.0,175.0,0.0,1,Casual Dining,4.0,3.8,3.9
4512,0,0,650.0,22.0,108.0,0.0,1,Casual Dining,4.2,3.6,2.7
4513,0,0,350.0,147.0,62.0,0.0,1,Dessert Parlor,4.2,3.8,3.8
4514,0,0,400.0,622.0818811945326,186.0,0.0,1,Casual Dining,4.8,3.8,1.365971367493684
4515,1,1,2300.0,622.0818811945326,1250.0,0.0,1,Bar,4.6,4.4,1.365971367493684
4516,0,1,450.0,39.0,16.0,0.0,1,Quick Bites,4.6,3.5,3.8
4517,0,0,900.0,622.0818811945326,148.0,0.0,1,Casual Dining,3.0,3.5,1.365971367493684
4518,0,0,450.0,472.0,124.0,0.0,1,Quick Bites,4.0,3.8,3.8
4519,1,1,1000.0,198.0,304.0,0.0,1,Casual Dining,4.4,3.9,3.9
4520,0,0,150.0,622.0818811945326,28.0,0.0,1,Sweet Shop,3.8,3.5,1.365971367493684
4521,0,1,400.0,241.0,147.0128911057848,10.0,1,Pizza,5.0,3.7,1.365971367493684
4522,0,0,400.0,622.0818811945326,147.0128911057848,0.0,1,Chinese,3.528452743408694,2.8154434151713414,1.365971367493684
4523,1,1,1700.0,47.0,173.0,0.0,1,Bar,4.2,3.9,3.6
4524,0,0,550.0,142.0,65.0,0.0,1,Casual Dining,3.8,3.6,4.4
4525,0,1,300.0,3077.0,147.0128911057848,0.0,1,Lebanese,2.6,3.4,1.365971367493684
4526,0,0,200.0,53.0,23.0,0.0,1,Bakery,5.0,3.2,3.8
4527,0,1,600.0,1714.0,280.0,0.0,1,Casual Dining,4.2,3.8,3.3
4528,0,0,600.0,622.0818811945326,325.0,0.0,1,Quick Bites,3.8,4.3,1.365971367493684
4529,0,1,150.0,409.0,147.0128911057848,0.0,1,Dessert Parlor,3.6,4.1,1.365971367493684
4530,0,0,500.0,470.0,147.0128911057848,0.0,1,North Indian,4.6,3.8,1.365971367493684
4531,0,0,550.0,1229.0,264.0,0.0,1,Casual Dining,4.2,3.3,3.7
4532,0,1,300.0,60.0,147.0128911057848,0.0,1,North Indian,4.2,3.5,1.365971367493684
4533,1,1,900.0,998.0,431.0,0.0,1,Casual Dining,3.2,3.8,3.6
4534,0,0,600.0,622.0818811945326,63.0,0.0,1,Casual Dining,4.4,3.8,1.365971367493684
4535,0,1,200.0,544.0,57.0,0.0,1,Quick Bites,3.8,3.4,3.2
4536,0,1,450.0,76.0,41.0,0.0,1,Quick Bites,4.2,3.2,2.8
4537,0,1,300.0,101.0,147.0128911057848,15.0,1,Street Food,2.5,3.2,1.365971367493684
4538,0,0,300.0,60.0,10.0,0.0,1,Quick Bites,4.0,3.0,3.2
4539,0,1,300.0,29.0,147.0128911057848,20.0,1,Chinese,4.0,3.2,1.365971367493684
4540,0,0,450.0,2254.0,140.0,0.0,1,Quick Bites,4.0,3.5,3.7
4541,0,0,300.0,120.0,10.0,0.0,1,Bakery,4.5,3.6,3.8
4542,0,0,450.0,622.0818811945326,93.0,0.0,1,Quick Bites,4.4,3.7,1.365971367493684
4543,0,1,500.0,622.0818811945326,13.0,0.0,1,Quick Bites,4.333333333333333,3.4,1.365971367493684
4544,0,0,150.0,15.0,5.0,0.0,1,Bakery,4.5,3.4,3.3
4545,0,0,600.0,1596.0,420.0,0.0,1,Quick Bites,3.8,4.1,3.8
4546,1,1,1000.0,79.0,151.0,15.0,1,Café,4.8,4.1,3.7
4547,0,1,1500.0,47.0,634.0,0.0,1,Fine Dining,3.4,3.9,3.4
4548,0,0,600.0,622.0818811945326,10.0,0.0,1,Casual Dining,4.4,3.4,1.365971367493684
4549,0,1,300.0,3072.0,189.0,0.0,1,Quick Bites,2.2,2.9,3.4
4550,0,0,500.0,61.0,49.0,0.0,1,Quick Bites,4.2,3.2,3.6
4551,0,0,250.0,622.0818811945326,10.0,0.0,1,Quick Bites,5.0,3.6,1.365971367493684
4552,1,1,650.0,82.0,95.0,10.0,1,Casual Dining,3.6,3.4,3.9
4553,0,0,700.0,622.0818811945326,412.0,0.0,1,Casual Dining,4.4,3.5,1.365971367493684
4554,0,0,800.0,949.0,116.0,0.0,1,Casual Dining,3.4,3.7,3.8
4555,0,0,500.0,622.0818811945326,7.0,0.0,1,Quick Bites,4.0,2.9,1.365971367493684
4556,0,0,400.0,481.0,186.0,0.0,1,Quick Bites,3.4,3.4,3.9
4557,0,0,250.0,622.0818811945326,37.0,0.0,1,Quick Bites,5.0,3.6,1.365971367493684
4558,0,0,250.0,149.0,24.0,0.0,1,Quick Bites,4.8,3.6,4.0
4559,0,1,850.0,253.0,29.0,0.0,1,Quick Bites,3.4,3.3,2.9
4560,0,0,500.0,20.0,37.0,0.0,1,Casual Dining,4.6,3.0,2.7
4561,0,0,500.0,1220.0,98.0,0.0,1,Quick Bites,4.2,3.2,3.7
4562,0,0,600.0,491.0,77.0,0.0,1,Casual Dining,2.6,2.9,3.5
4563,0,0,400.0,375.0,564.0,0.0,1,Quick Bites,4.4,4.1,3.7
4564,0,1,3000.0,51.0,395.0,0.0,1,Fine Dining,3.2,4.1,3.5
4565,0,0,200.0,622.0818811945326,99.0,0.0,1,Quick Bites,4.0,3.8,1.365971367493684
4566,0,0,900.0,622.0818811945326,155.0,0.0,1,Casual Dining,3.0,3.3,1.365971367493684
4567,0,0,300.0,309.0,104.0,0.0,1,Quick Bites,4.4,3.5,4.1
4568,0,0,450.0,622.0818811945326,41.0,0.0,1,Casual Dining,4.2,3.6,1.365971367493684
4569,0,0,450.0,361.0,40.0,0.0,1,Bakery,5.0,3.6,3.8
4570,0,0,1000.0,89.0,156.0,0.0,1,Café,4.4,4.0,3.3
4571,0,0,400.0,2309.0,67.0,0.0,1,Quick Bites,4.8,3.5,3.7
4572,0,1,800.0,622.0818811945326,33.0,0.0,1,Casual Dining,4.0,3.5,1.365971367493684
4573,0,0,300.0,74.0,26.0,30.0,1,Quick Bites,2.6,3.3,3.4
4574,0,0,700.0,622.0818811945326,68.0,0.0,1,Casual Dining,3.6,3.1,1.365971367493684
4575,0,0,350.0,622.0818811945326,90.0,15.0,1,Quick Bites,3.8,3.6,1.365971367493684
4576,0,0,300.0,622.0818811945326,18.0,15.0,1,Quick Bites,4.4,3.4,1.365971367493684
4577,0,0,350.0,379.0,13.0,0.0,1,Quick Bites,3.2,3.0,3.6
4578,0,0,550.0,785.0,29.0,0.0,1,Quick Bites,3.6,3.0,3.6
4579,0,0,500.0,4543.0,170.0,0.0,1,Quick Bites,4.2,3.4,3.3
4580,0,0,300.0,437.0,34.0,0.0,1,Quick Bites,4.0,3.3,4.1
4581,0,0,750.0,984.0,234.0,0.0,1,Casual Dining,3.0,3.2,3.9
4582,0,0,1500.0,622.0818811945326,85.0,0.0,1,Casual Dining,4.4,4.0,1.365971367493684
4583,0,0,450.0,622.0818811945326,65.0,0.0,1,Quick Bites,4.0,3.4,1.365971367493684
4584,0,1,650.0,44.0,31.0,0.0,1,Casual Dining,3.4,3.4,3.9
4585,0,0,400.0,622.0818811945326,13.0,0.0,1,Casual Dining,3.8,2.8,1.365971367493684
4586,0,0,100.0,622.0818811945326,5.0,0.0,1,Quick Bites,3.0,3.2,1.365971367493684
4587,0,0,500.0,1006.0,87.0,0.0,1,Casual Dining,4.2,3.5,3.9
4588,0,1,850.0,8368.0,605.0,0.0,1,Casual Dining,1.8,3.7,2.8
4589,0,0,400.0,622.0818811945326,13.0,0.0,1,Quick Bites,4.0,3.2,1.365971367493684
4590,0,0,300.0,2406.0,161.0,0.0,1,Quick Bites,1.4,3.3,3.6
4591,0,0,600.0,101.0,46.0,0.0,1,Casual Dining,2.8,3.1,3.9
4592,0,1,350.0,622.0818811945326,5.0,0.0,1,Quick Bites,3.3333333333333335,2.7,1.365971367493684
4593,0,1,500.0,622.0818811945326,23.0,20.0,1,Quick Bites,5.0,3.5,1.365971367493684
4594,0,0,500.0,127.0,652.0,0.0,1,Casual Dining,3.2,4.1,3.8
4595,0,0,250.0,171.0,28.0,0.0,1,Dessert Parlor,4.2,3.0,3.4
4596,0,1,500.0,657.0,88.0,0.0,1,Quick Bites,2.4,3.3,3.3
4597,0,0,800.0,59.0,264.0,0.0,1,Casual Dining,4.2,3.9,3.7
4598,0,0,400.0,910.0,54.0,0.0,1,Dhaba,4.5,3.5,3.3
4599,0,0,550.0,622.0818811945326,59.0,0.0,1,Casual Dining,4.8,3.6,1.365971367493684
4600,0,0,550.0,209.0,71.0,0.0,1,Quick Bites,4.6,3.1,3.6
4601,1,1,900.0,622.0818811945326,432.0,0.0,1,Casual Dining,3.8,3.2,1.365971367493684
4602,0,0,200.0,66.0,5.0,0.0,1,Quick Bites,3.6666666666666665,2.9,3.2
4603,0,0,250.0,622.0818811945326,48.0,0.0,1,Quick Bites,4.8,3.6,1.365971367493684
4604,0,0,600.0,148.0,85.0,0.0,1,Casual Dining,3.6,3.7,4.2
4605,0,0,800.0,347.0,364.0,0.0,1,Casual Dining,4.2,4.1,3.7
4606,0,1,600.0,92.0,49.0,0.0,1,Casual Dining,3.8,3.0,3.6
4607,0,0,600.0,622.0818811945326,107.0,0.0,1,Casual Dining,4.0,2.9,1.365971367493684
4608,0,0,150.0,622.0818811945326,19.0,0.0,1,Bakery,4.2,3.2,1.365971367493684
4609,0,0,500.0,705.0,100.0,0.0,1,Quick Bites,1.8,3.5,2.8
4610,0,1,400.0,294.0,147.0128911057848,0.0,1,Chinese,3.6,3.4,1.365971367493684
4611,1,1,2000.0,34.0,359.0,0.0,1,Casual Dining,5.0,4.1,3.9
4612,0,0,250.0,622.0818811945326,15.0,0.0,1,Dessert Parlor,3.75,3.2,1.365971367493684
4613,0,0,700.0,80.0,26.0,0.0,1,Casual Dining,2.4,3.2,3.9
4614,0,1,800.0,681.0,168.0,0.0,1,Casual Dining,3.6,3.1,3.6
4615,0,0,800.0,85.0,43.0,0.0,1,Casual Dining,3.4,2.8,3.9
4616,0,1,200.0,1586.0,366.0,0.0,1,Dessert Parlor,3.2,4.2,4.4
4617,0,0,300.0,175.0,13.0,0.0,1,Quick Bites,2.6,2.7,3.8
4618,0,0,500.0,349.0,8.0,30.0,1,Quick Bites,2.0,3.2,3.2
4619,0,0,250.0,650.0,79.0,0.0,1,Quick Bites,3.4,3.2,3.6
4620,0,0,200.0,622.0818811945326,47.0,0.0,1,Bakery,4.4,3.8,1.365971367493684
4621,0,0,550.0,1475.0,138.0,0.0,1,Quick Bites,2.2,3.3,3.5
4622,0,0,800.0,69.0,48.0,0.0,1,Casual Dining,4.2,3.2,3.7
4623,0,0,350.0,31.0,68.0,0.0,1,Quick Bites,4.2,3.7,3.5
4624,0,0,500.0,221.0,206.0,0.0,1,Casual Dining,1.6,3.4,3.8
4625,0,0,350.0,622.0818811945326,25.0,0.0,1,Quick Bites,5.0,3.8,1.365971367493684
4626,0,0,600.0,2922.0,95.0,0.0,1,Casual Dining,4.8,3.5,3.9
4627,0,0,500.0,1336.0,144.0,0.0,1,Casual Dining,4.8,3.7,4.3
4628,0,0,600.0,528.0,149.0,0.0,1,Casual Dining,3.6,2.6,3.3
4629,0,0,150.0,36.0,20.0,0.0,1,Beverage Shop,4.6,3.7,3.9
4630,0,1,400.0,320.0,35.0,0.0,1,Quick Bites,4.6,3.2,3.3
4631,0,0,1300.0,106.0,428.0,0.0,1,Café,4.0,4.1,3.9
4632,0,1,500.0,1746.0,80.0,0.0,1,Quick Bites,3.2,2.9,3.5
4633,0,0,400.0,622.0818811945326,15.0,0.0,1,Quick Bites,4.0,3.6,1.365971367493684
4634,0,1,450.0,55.0,147.0128911057848,0.0,1,North Indian,4.666666666666667,3.6,1.365971367493684
4635,0,1,350.0,755.0,29.0,0.0,1,Quick Bites,2.4,3.6,3.5
4636,0,0,500.0,66.0,40.0,0.0,1,Quick Bites,3.8,3.4,3.9
4637,0,0,400.0,1223.0,131.0,0.0,1,Quick Bites,1.8,3.7,3.9
4638,0,1,300.0,1109.0,147.0128911057848,25.0,1,North Indian,5.0,3.2,1.365971367493684
4639,0,0,150.0,622.0818811945326,21.0,0.0,1,Quick Bites,4.25,3.5,1.365971367493684
4640,0,1,900.0,183.0,48.0,0.0,1,Casual Dining,2.4,3.6,4.4
4641,0,0,100.0,622.0818811945326,140.0,0.0,1,Quick Bites,4.0,4.0,1.365971367493684
4642,0,0,150.0,57.0,44.0,0.0,1,Quick Bites,3.4,3.2,2.7
4643,0,0,500.0,622.0818811945326,11.0,0.0,1,Quick Bites,4.8,3.1,1.365971367493684
4644,0,0,600.0,106.0,19.0,0.0,1,Café,2.6,3.0,4.1
4645,0,1,800.0,237.0,139.0,0.0,1,Quick Bites,3.8,3.5,3.3
4646,0,0,700.0,920.0,103.0,0.0,1,Casual Dining,4.2,3.7,4.1
4647,0,0,600.0,301.0,126.0,0.0,1,Casual Dining,4.0,3.8,3.3
4648,0,0,350.0,1654.0,76.0,0.0,1,Quick Bites,3.6,3.5,3.5
4649,0,0,150.0,471.0,41.0,0.0,1,Quick Bites,1.2,3.1,3.2
4650,0,0,300.0,622.0818811945326,5.0,0.0,1,Quick Bites,5.0,3.3,1.365971367493684
4651,1,1,2000.0,622.0818811945326,202.0,0.0,1,Casual Dining,4.2,3.9,1.365971367493684
4652,0,0,600.0,135.0,75.0,0.0,1,Quick Bites,4.8,3.6,4.1
4653,0,1,1300.0,277.0,561.0,0.0,1,Casual Dining,3.4,4.1,3.9
4654,0,0,300.0,622.0818811945326,5.0,0.0,1,Dessert Parlor,3.6,3.1,1.365971367493684
4655,0,0,500.0,129.0,30.0,0.0,1,Casual Dining,5.0,3.1,4.2
4656,0,0,600.0,371.0,57.0,0.0,1,Quick Bites,4.2,3.1,3.5
4657,0,0,200.0,622.0818811945326,70.0,0.0,1,Quick Bites,3.6,3.7,1.365971367493684
4658,0,0,500.0,622.0818811945326,147.0128911057848,0.0,1,North Indian,5.0,2.8154434151713414,1.365971367493684
4659,0,1,600.0,690.0,150.0,10.0,1,Café,3.6,4.1,4.1
4660,0,0,100.0,622.0818811945326,8.0,0.0,0,Dessert Parlor,4.5,3.4,1.365971367493684
4661,0,0,600.0,555.0,352.0,0.0,1,Food Court,4.0,3.6,3.8
4662,0,0,800.0,622.0818811945326,12.0,0.0,1,Casual Dining,4.6,3.0,1.365971367493684
4663,0,0,500.0,117.0,30.0,0.0,1,Quick Bites,4.2,3.3,3.5
4664,0,0,200.0,622.0818811945326,28.0,0.0,1,Bakery,4.8,3.7,1.365971367493684
4665,0,0,300.0,622.0818811945326,120.0,0.0,1,Quick Bites,4.8,3.8,1.365971367493684
4666,0,0,600.0,22.0,18.0,0.0,1,Bakery,4.4,3.4,3.9
4667,0,0,300.0,622.0818811945326,70.0,0.0,1,Casual Dining,4.6,3.5,1.365971367493684
4668,0,0,350.0,622.0818811945326,55.0,0.0,1,Quick Bites,3.0,3.0,1.365971367493684
4669,1,1,2000.0,622.0818811945326,870.0,0.0,1,Lounge,4.4,4.3,1.365971367493684
4670,0,0,650.0,622.0818811945326,58.0,0.0,1,Quick Bites,4.2,2.9,1.365971367493684
4671,0,0,450.0,622.0818811945326,73.0,0.0,1,Quick Bites,4.6,3.6,1.365971367493684
4672,0,1,250.0,622.0818811945326,47.0,0.0,1,Quick Bites,5.0,3.8,1.365971367493684
4673,0,0,350.0,622.0818811945326,41.0,0.0,1,Casual Dining,4.5,3.2,1.365971367493684
